"","x"
"1",0.933664223873298
"2",0.961607255189841
"3",0.992417260613337
"4",0.990236239835605
"5",0.961867999719903
"6",0.98628966552141
"7",0.983106117684896
"8",1.0019718477547
"9",0.982350933256566
"10",0.988465840324196
"11",0.904611579185754
"12",0.986840558504031
"13",0.953566674064409
"14",0.963763688246996
"15",0.974699600815235
"16",0.938246117797881
"17",0.99724974027237
"18",0.991297886600291
"19",0.992632555641839
"20",0.970223497765696
"21",1.00923349472044
"22",0.969283731316821
"23",0.98961193113734
"24",0.991368701568496
"25",0.985912360222176
"26",0.775242115428636
"27",0.994111607174826
"28",0.934966162666504
"29",0.985215743137808
"30",0.938616811493841
"31",0.966864633377531
"32",0.893327359318664
"33",0.985788448097221
"34",0.98027533577884
"35",1.03816025739528
"36",1.01853989570064
"37",0.991796905347018
"38",0.964358431444668
"39",0.95307758734458
"40",0.990864026920194
"41",0.937117836753303
"42",1.00630020624657
"43",0.916158437015808
"44",0.98212571399336
"45",1.032557513973
"46",0.954461008990573
"47",0.224453409986247
"48",0.762968972447231
"49",0.971299954291674
"50",0.988547721560055
"51",0.970547536139137
"52",0.958263603413031
"53",0.944582886055374
"54",0.968861198779832
"55",0.987783444427683
"56",0.990955354652287
"57",0.980913634349526
"58",0.989564796259282
"59",0.988107266088935
"60",0.909454069531621
"61",0.948585829359998
"62",0.974029060121838
"63",0.980700417408395
"64",0.985616668176312
"65",0.964160551381619
"66",0.990851128774922
"67",0.985813845937785
"68",0.673657040965353
"69",0.769241910857421
"70",0.944511694081182
"71",0.980402237332981
"72",0.998711404681015
"73",0.986902620570239
"74",0.95617546263621
"75",0.988448905949039
"76",1.03256357267982
"77",0.902664262264596
"78",0.94700859182507
"79",0.975124626547721
"80",0.978638591559162
"81",0.980441322895497
"82",0.990974268476206
"83",0.987091673106592
"84",0.970775912184334
"85",0.991840822877511
"86",0.989135602227175
"87",0.911590078566829
"88",0.990054141734033
"89",0.990809173959577
"90",1.04275781232575
"91",0.967805818063181
"92",0.980580199309671
"93",0.980529817107886
"94",0.96503658094394
"95",0.993159539629151
"96",0.852756962566715
"97",0.968152003292157
"98",0.967781480250855
"99",0.893312697137952
"100",0.970627355622588
"101",0.996463690847338
"102",1.00241346277242
"103",0.99415872915922
"104",0.986605640025853
"105",0.981856635151175
"106",0.99084796142785
"107",0.955545813050954
"108",0.973142409733714
"109",0.97523297867551
"110",0.980757659481949
"111",0.981917783039454
"112",1.00150906436242
"113",1.00312744377476
"114",0.96212472944431
"115",0.969062631587661
"116",0.971101015641246
"117",0.989574960622084
"118",0.980577050420712
"119",1.00865662087834
"120",1.0063525612498
"121",0.973379826569701
"122",0.951150244393574
"123",0.983918037971388
"124",0.974153028619997
"125",0.959835803864899
"126",0.969623794653397
"127",0.952935871702302
"128",0.940834187365583
"129",0.987113500742036
"130",0.988763400539993
"131",0.98720269642778
"132",0.994914182796881
"133",0.999860906370908
"134",0.959029170779897
"135",0.932041693206738
"136",0.985616668176312
"137",0.986687582491131
"138",1.00109890717349
"139",0.951110444033407
"140",0.959018010962122
"141",0.897021184535134
"142",0.814111494767971
"143",0.994839001807491
"144",0.818418641951366
"145",0.983614798588537
"146",0.98493118670311
"147",0.984268743589721
"148",0.971633441188495
"149",1.01331851144038
"150",0.912436257454685
"151",0.974458990267262
"152",1.00744717909434
"153",0.986749789538789
"154",0.988486106209991
"155",1.00086484825856
"156",0.988027734460808
"157",0.978498810296246
"158",0.996704448295344
"159",0.981230470790076
"160",1.01784044718887
"161",0.966156458049634
"162",0.854556457560507
"163",1.03772080935873
"164",0.98931516698278
"165",0.995567467907585
"166",1.09674658830111
"167",1.06183726293449
"168",1.00551570759882
"169",0.920133204496279
"170",0.93640568027216
"171",0.940728560232229
"172",0.974070274511482
"173",0.86225314488045
"174",0.92335854040884
"175",0.940205478809019
"176",1.00951619863983
"177",0.973998004238402
"178",0.990046828805849
"179",0.989154063315256
"180",0.982903349955653
"181",0.976101032973728
"182",0.992403800737652
"183",0.984950883440414
"184",0.980498711229601
"185",0.960398130254569
"186",1.03554453674324
"187",0.992862112483582
"188",0.976643844331337
"189",0.989885837024607
"190",0.984394230254092
"191",0.89471389393325
"192",0.965325827922262
"193",0.983840285133217
"194",0.99593545533455
"195",0.980951084212757
"196",0.985674668184916
"197",0.978072961092891
"198",0.974040583113484
"199",0.988393027170469
"200",0.996287523972597
"201",0.985365710487581
"202",0.965386813232307
"203",0.992225526622809
"204",0.885131270917378
"205",0.975577182160123
"206",0.984633300379967
"207",0.822523540277504
"208",0.872746766366286
"209",0.0618705933435668
"210",1.00765976824264
"211",0.939982759721168
"212",0.765559632230177
"213",0.973053061615127
"214",0.942323308520862
"215",0.173692714160941
"216",0.931428057664079
"217",0.926037343556083
"218",1.00587365631774
"219",0.985377753926447
"220",0.987464783264358
"221",1.00221938888074
"222",0.983359627876805
"223",0.954058828234153
"224",0.954441826346615
"225",0.966505401751063
"226",0.997592947113424
"227",0.984674020529178
"228",0.943458449348811
"229",1.00041493275952
"230",0.979281810916054
"231",0.98352611541826
"232",1.0487431512971
"233",0.997096951228083
"234",0.938376857186752
"235",0.997698042274598
"236",0.996975056695958
"237",0.965109682604601
"238",0.975242962621931
"239",0.99613951790218
"240",0.987126524524151
"241",0.946658206588023
"242",0.862401785766882
"243",0.943300063715382
"244",0.955986311138971
"245",0.999660077320381
"246",0.980234983251102
"247",0.995040912204435
"248",1.00242359710025
"249",0.985574513885314
"250",0.981430069997964
"251",0.993040557496764
"252",0.948118577360958
"253",0.980317779402429
"254",0.995758377864247
"255",0.993047130500642
"256",0.987498710070588
"257",0.98265312581626
"258",0.894550602247551
"259",0.976304210285946
"260",0.989020708413954
"261",1.01194403445801
"262",0.987803167311832
"263",0.988345616766313
"264",0.986225587959282
"265",0.978209056239105
"266",1.00566155406399
"267",0.955019687941253
"268",0.978007153685163
"269",1.01059147719893
"270",0.975691404226983
"271",0.98438319630828
"272",0.983733578898634
"273",0.993288876804931
"274",0.982481610128259
"275",0.981454790394697
"276",0.997771145242778
"277",1.00093021421086
"278",0.990171017244845
"279",0.99726035271203
"280",0.983396383640171
"281",0.991639790427982
"282",0.922373499677041
"283",0.949491847014503
"284",0.986323614534433
"285",0.985364750252658
"286",0.972348662874259
"287",0.952527625761865
"288",1.00167459113021
"289",0.96918634819037
"290",0.974990515725106
"291",0.956816449180724
"292",0.945330172011784
"293",0.245998222253725
"294",0.97305634223112
"295",0.96095021265307
"296",0.995072402095219
"297",0.971490104402446
"298",0.986213755280729
"299",1.01551856038301
"300",0.996476750500101
"301",0.960289547077616
"302",0.991191865143114
"303",0.983745707779767
"304",0.98000201942484
"305",0.962542847555883
"306",0.977978048228404
"307",0.957364164536211
"308",0.993091060753341
"309",0.958016931650715
"310",0.982475519514107
"311",0.972502707072962
"312",0.991340312110566
"313",0.933027082081505
"314",0.994192914043986
"315",0.986104600397733
"316",0.990938965892894
"317",0.887901441857167
"318",0.989154063315256
"319",0.985225737081232
"320",0.968331591200728
"321",0.943895135436256
"322",0.979912403362818
"323",0.969514786982372
"324",0.947977022499478
"325",0.991605125915527
"326",0.971135727579844
"327",0.982911400447549
"328",0.986984327202844
"329",0.982691436767165
"330",0.975038237996741
"331",0.782304892018599
"332",0.957566481529515
"333",1.02898311085173
"334",0.98005783893637
"335",0.993040557496764
"336",0.356151951307089
"337",0.987330177904304
"338",0.988905729526772
"339",0.986242744876997
"340",0.993258666998236
"341",0.883920492514447
"342",0.966819705534478
"343",1.00728270530214
"344",0.881438530025008
"345",0.986003104095001
"346",0.990026665130286
"347",0.996410029671376
"348",0.983794880413393
"349",0.992863986221958
"350",0.98013417515238
"351",0.897002935339917
"352",0.999912802272649
"353",0.98282982398038
"354",0.981561852789864
"355",0.976878207539692
"356",0.978843413689456
"357",0.99225209867328
"358",0.988732720477671
"359",0.943657368742558
"360",0.861838305032926
"361",0.54102077281993
"362",0.999797385406663
"363",0.917087944301147
"364",0.924416588606598
"365",0.988120675200767
"366",0.984626489286476
"367",0.984703022548754
"368",0.902054501925194
"369",0.981999552387419
"370",0.997082363870116
"371",0.987569125393808
"372",0.987820024659376
"373",0.983158791441373
"374",0.940393231692315
"375",0.945179448720998
"376",1.01731905415894
"377",0.983889225879466
"378",0.980165080261258
"379",0.904691790691393
"380",0.898653842524462
"381",0.983866096570726
"382",0.993282036138685
"383",0.981732602435612
"384",0.941412215144356
"385",0.979238700327129
"386",1.00297252796521
"387",0.997708132104389
"388",0.989117354987952
"389",0.946218737203334
"390",1.00100192843556
"391",0.997161631585341
"392",0.932504552395873
"393",0.993040557496764
"394",1.00357850967166
"395",0.898891940818009
"396",0.681934661097397
"397",1.00366323317457
"398",0.9975395847375
"399",0.984125967964021
"400",0.988582471015817
"401",0.995602127997372
"402",0.960787273365617
"403",0.990699346143729
"404",0.985589052292063
"405",0.928754159010992
"406",0.951475165075786
"407",0.975586086981821
"408",0.984239849123055
"409",0.985310763437874
"410",0.997203075908499
"411",0.979642733170985
"412",0.982623655646817
"413",0.982831363339264
"414",0.950284978186167
"415",0.944670434170388
"416",0.985826626169677
"417",0.91964148138904
"418",0.930126926088094
