"","x"
"1",1.75846080034753
"2",1.87315395353512
"3",2.4139373233066
"4",2.27133338937006
"5",1.80283128319627
"6",1.55727471152395
"7",2.11253441357234
"8",2.82801053774224
"9",2.04722719142519
"10",2.46014356980131
"11",1.84791739770563
"12",2.48047146097002
"13",1.94271983131128
"14",1.93617251596807
"15",1.70355366677932
"16",2.19578973671838
"17",2.50579254172174
"18",2.29051907796182
"19",2.26861302102722
"20",1.84692490958052
"21",1.64137215046521
"22",2.05952471297289
"23",2.24057250790795
"24",2.48787783161125
"25",2.54375309543858
"26",1.08842689179292
"27",2.14829615294374
"28",1.67708254419738
"29",2.04841453818622
"30",1.52545766564885
"31",1.90395470876724
"32",1.25787839379544
"33",2.28098936918152
"34",2.20872022040448
"35",2.29716070045748
"36",1.7924943850503
"37",2.01369203762536
"38",1.89775768457058
"39",2.1318682284704
"40",2.64216540692325
"41",0.780778573882838
"42",2.86845838797837
"43",1.03950402369376
"44",2.2092317848675
"45",2.06416650541303
"46",1.17398544175875
"47",-0.543988057247565
"48",0.285463909219027
"49",1.82128392448495
"50",1.83907750077528
"51",1.61425544360145
"52",1.48663665419121
"53",1.11847227290855
"54",1.60526757732977
"55",1.64442635333369
"56",1.93631329436182
"57",1.92766814699521
"58",2.42839863922426
"59",2.25404233627685
"60",1.52962111522936
"61",1.85403989471731
"62",1.90293842066555
"63",1.9372758965182
"64",2.23278218782934
"65",1.80815009846713
"66",2.24141264328151
"67",2.02966636868344
"68",0.738388241424743
"69",1.30353563548658
"70",1.35940272514006
"71",2.00079067489636
"72",2.6477018603476
"73",2.32192752041807
"74",1.74198558225792
"75",2.30534051924678
"76",1.44322041130426
"77",1.2411517485383
"78",1.52549259686335
"79",1.81925496850361
"80",2.48823717455302
"81",2.05820495615643
"82",2.38163264641673
"83",2.33774295176585
"84",1.82192819739958
"85",2.02376005081911
"86",2.4304864687769
"87",1.42432773441834
"88",2.23966442294783
"89",2.04684803060041
"90",2.06116355389084
"91",1.49174677215692
"92",2.16138590248728
"93",2.17951116018256
"94",1.76883488103609
"95",2.41136828919693
"96",1.27974269968666
"97",1.76322375614934
"98",2.1250450540787
"99",1.1381166855514
"100",1.70062036417893
"101",2.3409162376998
"102",2.46766142612084
"103",1.28956134714703
"104",2.13092531950316
"105",2.02568784712514
"106",2.49181939231581
"107",1.9147094453785
"108",2.03318589737838
"109",2.15368229901137
"110",2.10776852586684
"111",1.86572863418824
"112",2.44809896431711
"113",1.50790537270065
"114",1.71299818078899
"115",1.9199182830994
"116",2.08316111569546
"117",2.32641322956191
"118",2.02992805966186
"119",2.4947034320893
"120",2.5956163483162
"121",1.89802978263272
"122",1.59557353700065
"123",2.13120947009084
"124",1.86430581041432
"125",1.83128277974137
"126",1.77735622403197
"127",1.56312862225234
"128",1.45021991707295
"129",2.02517753130753
"130",2.12946619090305
"131",1.68752554664972
"132",2.53679534770021
"133",2.45860771591467
"134",1.27053732421236
"135",1.65831000618252
"136",2.23278218782934
"137",2.27815334226368
"138",2.21619253238593
"139",0.761709405617045
"140",2.34794363223165
"141",1.20209272440241
"142",0.735015323040544
"143",2.19361380723191
"144",1.76459781158433
"145",2.24514842383186
"146",1.71464400846319
"147",2.13901233856423
"148",1.73291267067372
"149",3.28907380417222
"150",1.54244918301617
"151",2.29889789699981
"152",2.43146923480479
"153",2.34548374085228
"154",1.95694788473195
"155",2.46441003355542
"156",2.60674286307395
"157",1.98450031423123
"158",2.889966277157
"159",2.41963552170827
"160",2.46972670781617
"161",1.8831595218308
"162",1.26149266958264
"163",3.19121112716394
"164",2.5523103715541
"165",2.34273369353023
"166",1.35298019291935
"167",1.45712002168319
"168",2.79177739614447
"169",1.58668312519675
"170",1.75831500447266
"171",1.96164325564846
"172",1.28150983949432
"173",0.741347335777465
"174",1.94469317068566
"175",1.17274521966185
"176",2.83470795796041
"177",2.31182146095444
"178",2.1479395134928
"179",2.42114986230649
"180",2.03520471555216
"181",1.92292085908948
"182",2.20972286111208
"183",1.96995214199424
"184",2.09647872672301
"185",1.31221559922225
"186",1.72680746766214
"187",2.49300382755415
"188",2.07138325278839
"189",2.1712607858929
"190",2.25059643796487
"191",1.50361840364829
"192",1.76602053922346
"193",2.19891871595775
"194",2.41888805190679
"195",2.22481127928722
"196",2.29471271852927
"197",1.81620982807414
"198",1.84609169976384
"199",2.32678140071951
"200",2.53740215949168
"201",2.02023100395998
"202",2.07406606394231
"203",2.13861604302895
"204",1.42400352541655
"205",2.06641044705592
"206",1.18334315339043
"207",1.30889144933642
"208",1.18714657158898
"209",-0.752642447982852
"210",1.36688644946797
"211",1.52061053835243
"212",0.351296927465964
"213",1.74103092678645
"214",1.58179545293137
"215",-0.222974828880725
"216",1.54590104927065
"217",1.69781003776441
"218",1.77654525185985
"219",2.27247894748971
"220",2.16898627916773
"221",2.42736908169323
"222",2.17815029571195
"223",1.73619556849868
"224",1.08058582008556
"225",1.6996244229143
"226",2.23798162751667
"227",1.45843531410487
"228",1.50221292592014
"229",1.72357161568794
"230",2.16957839320675
"231",2.14043612850289
"232",1.13811070077248
"233",2.34624724327779
"234",1.35200424700258
"235",2.55390412724938
"236",2.31387702529198
"237",1.73096820570937
"238",1.7409630730783
"239",1.77702035761696
"240",2.18900395799652
"241",1.90859521296513
"242",1.31412963196028
"243",1.00359014406206
"244",1.78306660332944
"245",1.53489062610721
"246",2.00757040040518
"247",1.93598890611092
"248",2.23649672933754
"249",1.56208598440162
"250",1.73194405238465
"251",2.53347295216545
"252",1.72600348802531
"253",2.2699777529088
"254",2.51484170669393
"255",2.50795889546749
"256",1.61479596995677
"257",1.78906995490576
"258",1.51155204858332
"259",1.96169243208417
"260",2.25464784946489
"261",1.42341164871984
"262",2.25795346086447
"263",2.0732873584356
"264",2.2456008808593
"265",2.03744740885274
"266",2.65866272537935
"267",1.76697034456458
"268",2.00568752440294
"269",2.26991644776138
"270",2.04827052368104
"271",1.56965294256589
"272",2.01510319493647
"273",1.676388055932
"274",2.13342521487802
"275",2.11608360836809
"276",2.67427144073186
"277",2.56871094106032
"278",2.4226810429071
"279",2.55799070434704
"280",2.30253264270059
"281",2.4564127449162
"282",1.55894567126159
"283",1.71031863378502
"284",2.04809761494639
"285",1.96891781007291
"286",1.84889564148409
"287",1.60907698921194
"288",2.31688647863193
"289",1.92409464982979
"290",1.86306352478442
"291",1.50237835802126
"292",0.828880079494005
"293",0.320055957162287
"294",2.02384564005669
"295",1.60628182464342
"296",2.36248653631249
"297",1.57056084604727
"298",2.30020283375016
"299",1.80650901680115
"300",1.94693826954948
"301",1.8541705853299
"302",2.26532577111046
"303",2.13994183340657
"304",1.9788948390289
"305",1.86064000205805
"306",1.86686599141317
"307",1.78918329121558
"308",2.44276210369057
"309",1.48417161718757
"310",2.79564842048598
"311",1.88155972180726
"312",2.42660041862278
"313",1.44096291163632
"314",2.41976772179443
"315",2.29342735514169
"316",2.22685768340499
"317",1.09195206168266
"318",2.42114986230649
"319",2.15082756237461
"320",1.85914332567372
"321",1.88232552165492
"322",1.57182715184964
"323",1.84832719380694
"324",1.60752802270979
"325",2.29435570240285
"326",1.36904958515309
"327",2.33214480917577
"328",2.05111458819537
"329",2.24958148345737
"330",1.99594978023957
"331",1.25692422509714
"332",1.66164359679845
"333",1.09562283104276
"334",2.0677591502164
"335",2.53347295216545
"336",0.269660862906725
"337",2.23517131441482
"338",2.35747063792597
"339",2.33947610719786
"340",2.52040117543566
"341",0.987431185543649
"342",1.90126610011566
"343",1.90794412959815
"344",1.42096648740582
"345",1.98507537368312
"346",2.3175451649171
"347",2.3846108160505
"348",2.17835675642836
"349",2.3977128838854
"350",2.11193455272874
"351",0.994020381996821
"352",2.14201302824176
"353",1.97888397003023
"354",1.94111396713619
"355",1.91707116332874
"356",1.87626781561851
"357",1.99187808795664
"358",2.17963730376888
"359",1.1644133642756
"360",1.45014410518633
"361",0.954618833637619
"362",1.97976537218163
"363",1.31539297388456
"364",1.11628749959581
"365",2.15158252842712
"366",2.39288641447517
"367",1.9610611084891
"368",1.36522747776467
"369",2.21256587167206
"370",2.50407168920288
"371",1.93450736847983
"372",2.09946183021204
"373",1.99763495298615
"374",1.48096693400924
"375",1.08816614669824
"376",1.78798111759845
"377",2.19223444226502
"378",2.08539727633869
"379",1.40137257279318
"380",1.93555909581708
"381",2.22594282256568
"382",2.46203958879339
"383",1.75657298479477
"384",1.38571938980951
"385",1.81316467949747
"386",2.56387964300203
"387",1.74048208553143
"388",1.95312526821463
"389",1.8152347772764
"390",2.43709645775314
"391",2.37697833504498
"392",1.50353452429199
"393",2.53347295216545
"394",1.74448647920593
"395",1.47939100997992
"396",0.674276537185646
"397",1.91597091997383
"398",2.58297479476893
"399",2.0420317645043
"400",2.43930962153775
"401",2.51754082676774
"402",1.51355993753195
"403",2.38775453954738
"404",2.37747627677232
"405",0.849555536587002
"406",1.22541071067848
"407",1.6010861475753
"408",2.16460511609487
"409",2.20981439787581
"410",2.47346991724246
"411",2.04445562740964
"412",2.06650175752457
"413",2.31203437843921
"414",2.3387394072828
"415",1.52028744801439
"416",2.02812156454951
"417",1.52547311253185
"418",1.57634335098106
"419",1.76594647092271
"420",2.31600422697159
"421",2.42182527968048
"422",2.53347295216545
"423",2.55687677210604
"424",2.09640627305925
"425",2.12495284555419
"426",2.07893660801992
"427",2.24136675528238
"428",1.47888416203856
"429",1.19937288067198
"430",1.94176457510147
"431",2.0151482702494
"432",2.26551895989011
"433",2.16873322311263
"434",2.03360432965579
"435",0.866234168483256
"436",2.0584043567199
"437",2.41581632935856
"438",2.87652490776366
"439",1.52576040092519
"440",1.86299820490757
"441",2.49256655005403
"442",1.60940367574907
"443",2.27261672534143
"444",1.91731484861832
"445",1.64841368221413
"446",2.47111545831867
"447",1.89249947994457
"448",1.11779066310368
"449",0.872293832928937
"450",-0.580752071416204
"451",1.83767770418282
"452",1.8414815373818
"453",0.346336107231772
"454",2.27406776928293
"455",0.801820203969696
"456",0.837040956704628
"457",2.17306178924979
"458",1.12126380972541
"459",2.06558800163318
"460",1.28417043949095
"461",2.08243450481994
"462",1.20142289512285
"463",2.33933552087206
"464",1.70752716509994
"465",2.09386250623013
"466",2.36086431189756
"467",2.02867219489834
"468",2.50207679702942
"469",1.42478810818917
"470",1.37734351377597
"471",1.4518172563953
"472",1.33568862660091
"473",1.02494381339977
"474",1.72972612737876
